date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,home_ml_close,away_ml_close,home_no_vig_prob
2026-07-28,824243,DET,BAL,Detroit Tigers,Baltimore Orioles,2026-07-28T22:40:00+00:00,2026-07-28T22:40:00.000152+00:00,9,-140,127,0.5697382574399427
2026-07-28,823350,PIT,ARI,Pittsburgh Pirates,Arizona Diamondbacks,2026-07-28T22:40:00+00:00,2026-07-28T22:40:00.000152+00:00,9,-106,-104,0.5023229882921391
2026-07-28,822949,TB,TEX,Tampa Bay Rays,Texas Rangers,2026-07-28T22:40:00+00:00,2026-07-28T22:40:00.000152+00:00,9,-175,148,0.61212976022567
2026-07-28,823838,MIA,PHI,Miami Marlins,Philadelphia Phillies,2026-07-28T22:40:00+00:00,2026-07-28T22:40:00.000152+00:00,9,-140,115,0.5563770794824399
2026-07-28,822703,WSH,TOR,Washington Nationals,Toronto Blue Jays,2026-07-28T22:45:00+00:00,2026-07-28T22:40:00.000152+00:00,9,-138,125,0.5660893345487694
2026-07-28,824489,CIN,CLE,Cincinnati Reds,Cleveland Guardians,2026-07-28T23:10:00+00:00,2026-07-28T23:05:00.000530+00:00,9,120,-145,0.4343971631205673
2026-07-28,823676,MIN,KC,Minnesota Twins,Kansas City Royals,2026-07-28T23:40:00+00:00,2026-07-28T23:40:00.000509+00:00,9,-190,154,0.6246440590214859
2026-07-28,824569,CWS,NYY,Chicago White Sox,New York Yankees,2026-07-28T23:40:00+00:00,2026-07-28T23:40:00.000509+00:00,9,100,-118,0.4801762114537444
2026-07-28,823026,STL,CHC,St. Louis Cardinals,Chicago Cubs,2026-07-28T23:45:00+00:00,2026-07-28T23:40:00.000509+00:00,9,-106,-104,0.5023229882921391
2026-07-28,824003,LAA,HOU,Los Angeles Angels,Houston Astros,2026-07-29T01:38:00+00:00,2026-07-29T01:35:00.000627+00:00,9,-107,-109,0.497774117437564
2026-07-28,824976,OAK,BOS,Athletics,Boston Red Sox,2026-07-29T01:40:00+00:00,2026-07-29T01:40:00.000431+00:00,9,133,-148,0.4183253491667228
2026-07-28,823275,SD,COL,San Diego Padres,Colorado Rockies,2026-07-29T01:40:00+00:00,2026-07-29T01:40:00.000431+00:00,9,-250,200,0.6818181818181818
2026-07-28,823193,SF,MIL,San Francisco Giants,Milwaukee Brewers,2026-07-29T01:45:00+00:00,2026-07-29T01:40:00.000431+00:00,9,130,-155,0.4170073589533933
2026-07-28,823923,LAD,SEA,Los Angeles Dodgers,Seattle Mariners,2026-07-29T02:10:00+00:00,2026-07-29T02:05:00.000213+00:00,9,-230,198,0.6750049241678157
