date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,home_ml_close,away_ml_close,home_no_vig_prob
2026-07-17,823524,NYY,LAD,New York Yankees,Los Angeles Dodgers,2026-07-17T23:05:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-104,-113,0.4900451287496682
2026-07-17,824737,BOS,TB,Boston Red Sox,Tampa Bay Rays,2026-07-17T23:10:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-125,104,0.53125
2026-07-17,824901,ATL,TEX,Atlanta Braves,Texas Rangers,2026-07-17T23:15:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-216,176,0.6535695492018945
2026-07-17,822789,TOR,CWS,Toronto Blue Jays,Chicago White Sox,2026-07-17T23:15:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-129,117,0.5500363507751557
2026-07-17,823766,MIL,MIA,Milwaukee Brewers,Miami Marlins,2026-07-17T23:40:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-146,132,0.5792858120125872
2026-07-17,824655,CHC,MIN,Chicago Cubs,Minnesota Twins,2026-07-18T00:05:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-148,125,0.5731497418244406
2026-07-17,824170,HOU,BAL,Houston Astros,Baltimore Orioles,2026-07-18T00:10:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-112,102,0.5162468054034319
2026-07-17,824090,KC,SD,Kansas City Royals,San Diego Padres,2026-07-18T00:10:00+00:00,2026-07-17T21:39:05.229911+00:00,9,104,-126,0.46787015568068896
2026-07-17,824332,COL,CIN,Colorado Rockies,Cincinnati Reds,2026-07-18T00:40:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-114,-103,0.5121724504249292
2026-07-17,824009,LAA,DET,Los Angeles Angels,Detroit Tigers,2026-07-18T01:38:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-107,-113,0.4935039625828245
2026-07-17,824981,OAK,WSH,Athletics,Washington Nationals,2026-07-18T01:40:00+00:00,2026-07-17T21:39:05.229911+00:00,9,119,-131,0.44604066500608236
2026-07-17,825060,ARI,STL,Arizona Diamondbacks,St. Louis Cardinals,2026-07-18T01:40:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-110,-110,0.5
2026-07-17,823115,SEA,SF,Seattle Mariners,San Francisco Giants,2026-07-18T02:10:00+00:00,2026-07-17T21:39:05.229911+00:00,9,-192,157,0.6282338561825219
