date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,home_ml_close,away_ml_close,home_no_vig_prob
2026-07-25,822704,WSH,ARI,Washington Nationals,Arizona Diamondbacks,2026-07-25T20:05:00+00:00,2026-07-25T20:05:00.000539+00:00,9,-135,115,0.552594002855783
2026-07-25,823197,SF,LAA,San Francisco Giants,Los Angeles Angels,2026-07-25T20:05:00+00:00,2026-07-25T20:05:00.000539+00:00,9,-130,114,0.5474222746950019
2026-07-25,824734,BOS,TOR,Boston Red Sox,Toronto Blue Jays,2026-07-25T20:10:00+00:00,2026-07-25T20:05:00.000539+00:00,9,-110,-110,0.5
2026-07-25,823841,MIA,SD,Miami Marlins,San Diego Padres,2026-07-25T20:10:00+00:00,2026-07-25T20:05:00.000539+00:00,9,-141,123,0.5661019390382226
2026-07-25,823435,PHI,NYY,Philadelphia Phillies,New York Yankees,2026-07-25T22:05:00+00:00,2026-07-25T22:05:00.000404+00:00,9,109,-120,0.4672897196261682
2026-07-25,822948,TB,CLE,Tampa Bay Rays,Cleveland Guardians,2026-07-25T22:10:00+00:00,2026-07-25T22:05:00.000404+00:00,9,-110,100,0.5116279069767442
2026-07-25,823355,PIT,CHC,Pittsburgh Pirates,Chicago Cubs,2026-07-25T22:40:00+00:00,2026-07-25T22:35:00.000422+00:00,9,-121,106,0.5300472079275295
2026-07-25,824811,BAL,ATL,Baltimore Orioles,Atlanta Braves,2026-07-25T23:05:00+00:00,2026-07-25T23:05:00.000343+00:00,9,-111,101,0.513948077676165
2026-07-25,823679,MIN,OAK,Minnesota Twins,Athletics,2026-07-25T23:10:00+00:00,2026-07-25T23:10:00.000445+00:00,9,-149,123,0.5716276429198135
2026-07-25,824571,CWS,HOU,Chicago White Sox,Houston Astros,2026-07-25T23:10:00+00:00,2026-07-25T23:10:00.000445+00:00,9,-121,106,0.5300472079275295
2026-07-25,823758,MIL,COL,Milwaukee Brewers,Colorado Rockies,2026-07-25T23:10:00+00:00,2026-07-25T23:10:00.000445+00:00,9,-218,195,0.6691291228800332
2026-07-25,823600,NYM,LAD,New York Mets,Los Angeles Dodgers,2026-07-25T23:15:00+00:00,2026-07-25T23:10:00.000445+00:00,9,129,-156,0.4174548300828387
2026-07-25,823027,STL,CIN,St. Louis Cardinals,Cincinnati Reds,2026-07-25T23:15:00+00:00,2026-07-25T23:10:00.000445+00:00,9,-105,-115,0.4891657638136511
2026-07-25,822869,TEX,SEA,Texas Rangers,Seattle Mariners,2026-07-25T23:15:00+00:00,2026-07-25T23:10:00.000445+00:00,9,-105,-105,0.5
