date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,n_executable_books,odds_event_id,bookmaker_key,bookmaker_title,bookmaker_last_update,home_bookmaker_key,home_bookmaker_title,home_bookmaker_last_update,away_bookmaker_key,away_bookmaker_title,away_bookmaker_last_update,book_prob_std,book_prob_range,price_selection_method,price_universe,home_ml_close,away_ml_close,home_no_vig_prob
2026-09-05,823577,NYM,SF,New York Mets,San Francisco Giants,2026-09-05T20:10:00+00:00,2026-09-05T20:05:00.069813+00:00,9,9,c5b03415dadb8213241501d56b4926bc,draftkings,DraftKings,2026-09-05T20:04:27Z,lowvig,LowVig.ag,2026-09-05T20:04:53Z,betrivers,BetRivers,2026-09-05T20:04:53Z,0.0050549239794189,0.0182754225023965,best_available_across_quoted_books,all_quoted_books,-163,150,0.6032849760653483
2026-09-05,823823,MIA,CHC,Miami Marlins,Chicago Cubs,2026-09-05T20:10:00+00:00,2026-09-05T20:05:00.069813+00:00,9,9,c3af289a1433ac426961691deab41154,bovada,Bovada,2026-09-05T20:04:10Z,betrivers,BetRivers,2026-09-05T20:04:53Z,lowvig,LowVig.ag,2026-09-05T20:04:53Z,0.0039336194685095,0.0131885335766409,best_available_across_quoted_books,all_quoted_books,114,-123,0.4596322941646683
2026-09-05,823419,PHI,ATL,Philadelphia Phillies,Atlanta Braves,2026-09-05T22:05:00+00:00,2026-09-05T22:05:00.000523+00:00,9,9,335cdc2989ec57b83bd603b5beeb7fcc,draftkings,DraftKings,2026-09-05T22:04:37Z,lowvig,LowVig.ag,2026-09-05T22:04:38Z,fanduel,FanDuel,2026-09-05T22:04:39Z,0.0037303267263265,0.0115090162662752,best_available_across_quoted_books,all_quoted_books,-157,142,0.5966152073033878
2026-09-05,824389,CLE,DET,Cleveland Guardians,Detroit Tigers,2026-09-05T22:10:00+00:00,2026-09-05T22:05:00.000523+00:00,9,9,9bff8c9d21336a9f547bec785afbb238,betus,BetUS,2026-09-05T22:04:16Z,betonlineag,BetOnline.ag,2026-09-05T22:04:16Z,betrivers,BetRivers,2026-09-05T22:04:37Z,0.0053095261507983,0.018294392088032,best_available_across_quoted_books,all_quoted_books,-157,143,0.5945093089302619
2026-09-05,823335,PIT,LAA,Pittsburgh Pirates,Los Angeles Angels,2026-09-05T22:40:00+00:00,2026-09-05T22:35:00.000916+00:00,9,9,56ed4ca39605247d3e4d3168064bb5cc,betrivers,BetRivers,2026-09-05T22:34:22Z,betus,BetUS,2026-09-05T22:34:23Z,betonlineag,BetOnline.ag,2026-09-05T22:34:45Z,0.0032222481522305,0.0099958770375102,best_available_across_quoted_books,all_quoted_books,-180,164,0.6238326976193608
2026-09-05,824468,CIN,MIL,Cincinnati Reds,Milwaukee Brewers,2026-09-05T22:40:00+00:00,2026-09-05T22:35:00.000916+00:00,9,9,9744b17bfe52474717b2c23f7700752f,betonlineag,BetOnline.ag,2026-09-05T22:34:45Z,betonlineag,BetOnline.ag,2026-09-05T22:34:45Z,betonlineag,BetOnline.ag,2026-09-05T22:34:45Z,0.0038586708891323,0.0147429404913068,best_available_across_quoted_books,all_quoted_books,133,-147,0.4189920442401316
2026-09-05,824795,BAL,BOS,Baltimore Orioles,Boston Red Sox,2026-09-05T23:05:00+00:00,2026-09-05T23:05:00.000873+00:00,9,9,fb7185d28470aa6f3e7aba955423c36f,betonlineag,BetOnline.ag,2026-09-05T23:04:30Z,betrivers,BetRivers,2026-09-05T23:04:52Z,betonlineag,BetOnline.ag,2026-09-05T23:04:30Z,0.0076841132479456,0.0254556312488724,best_available_across_quoted_books,all_quoted_books,117,-121,0.4651652283729741
2026-09-05,822850,TEX,TB,Texas Rangers,Tampa Bay Rays,2026-09-05T23:05:00+00:00,2026-09-05T23:05:00.000873+00:00,9,9,add942d9a7eebd81c252d596832ff941,mybookieag,MyBookie.ag,2026-09-05T23:04:28Z,fanduel,FanDuel,2026-09-05T23:04:52Z,betonlineag,BetOnline.ag,2026-09-05T23:04:30Z,0.0046958956874461,0.0116279069767442,best_available_across_quoted_books,all_quoted_books,-108,100,0.50552706048815
2026-09-05,824066,KC,TOR,Kansas City Royals,Toronto Blue Jays,2026-09-05T23:10:00+00:00,2026-09-05T23:10:00.000683+00:00,9,9,b343b2c13d1aaa540bd4974035adc893,draftkings,DraftKings,2026-09-05T23:09:21Z,lowvig,LowVig.ag,2026-09-05T23:09:46Z,betrivers,BetRivers,2026-09-05T23:09:23Z,0.00634799822285,0.0206675016286144,best_available_across_quoted_books,all_quoted_books,-102,-104,0.4967303165053623
2026-09-05,824553,CWS,MIN,Chicago White Sox,Minnesota Twins,2026-09-05T23:10:00+00:00,2026-09-05T23:10:00.000683+00:00,9,9,a8a56ccf8ee0c53a32d197ae5ffa812c,bovada,Bovada,2026-09-05T23:09:00Z,betrivers,BetRivers,2026-09-05T23:09:23Z,betonlineag,BetOnline.ag,2026-09-05T23:09:22Z,0.0073106395113996,0.0249369778093386,best_available_across_quoted_books,all_quoted_books,-115,111,0.5324675324675325
2026-09-05,824145,HOU,ARI,Houston Astros,Arizona Diamondbacks,2026-09-05T23:15:00+00:00,2026-09-05T23:10:00.000683+00:00,9,9,cdfa947143c57e6933ca955cf87ebabe,draftkings,DraftKings,2026-09-05T23:09:21Z,betus,BetUS,2026-09-05T23:08:56Z,betrivers,BetRivers,2026-09-05T23:09:23Z,0.0045750132424593,0.0161435990065476,best_available_across_quoted_books,all_quoted_books,100,-105,0.4923674110258199
2026-09-05,823257,SD,NYY,San Diego Padres,New York Yankees,2026-09-05T23:15:00+00:00,2026-09-05T23:10:00.000683+00:00,9,9,c5179877e1918c6fb96b0d90a77e9ef9,betmgm,BetMGM,2026-09-05T23:07:49Z,betrivers,BetRivers,2026-09-05T23:09:23Z,betus,BetUS,2026-09-05T23:08:56Z,0.0075859478901097,0.0206122360882806,best_available_across_quoted_books,all_quoted_books,-122,119,0.5467695274831245
2026-09-05,824310,COL,STL,Colorado Rockies,St. Louis Cardinals,2026-09-06T00:10:00+00:00,2026-09-06T00:05:00.002161+00:00,9,9,fdff6c89acb4de39265f17044023a88c,betonlineag,BetOnline.ag,2026-09-06T00:04:18Z,betrivers,BetRivers,2026-09-06T00:04:20Z,fanduel,FanDuel,2026-09-06T00:04:42Z,0.0053879589346213,0.0201618931385687,best_available_across_quoted_books,all_quoted_books,112,-120,0.4630595302657377
2026-09-05,823904,LAD,WSH,Los Angeles Dodgers,Washington Nationals,2026-09-06T01:10:00+00:00,2026-09-06T01:05:00.003855+00:00,9,9,ab0bc299e48e6a4feb43688eda780998,betonlineag,BetOnline.ag,2026-09-06T01:04:50Z,betus,BetUS,2026-09-06T01:04:52Z,betrivers,BetRivers,2026-09-06T01:04:34Z,0.0062588385935435,0.0231106591994085,best_available_across_quoted_books,all_quoted_books,-175,170,0.6288125965945868
2026-09-05,823094,SEA,OAK,Seattle Mariners,Athletics,2026-09-06T01:40:00+00:00,2026-09-06T01:35:00.002266+00:00,9,9,e048c681c46e42165449e02fe8f9aac8,fanduel,FanDuel,2026-09-06T01:34:28Z,betonlineag,BetOnline.ag,2026-09-06T01:34:29Z,betonlineag,BetOnline.ag,2026-09-06T01:34:29Z,0.003312394322990403,0.009509786664240183,best_available_across_quoted_books,all_quoted_books,-230,206,0.6805555555555556
