date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,home_ml_close,away_ml_close,home_no_vig_prob
2026-08-04,824731,BOS,CWS,Boston Red Sox,Chicago White Sox,2026-08-04T23:10:00+00:00,2026-08-04T23:10:00.000321+00:00,9,-148,134,0.582716381747207
2026-08-04,824888,ATL,MIA,Atlanta Braves,Miami Marlins,2026-08-04T23:15:00+00:00,2026-08-04T23:10:00.000321+00:00,9,-158,132,0.5869091840655821
2026-08-04,824084,KC,MIN,Kansas City Royals,Minnesota Twins,2026-08-04T23:40:00+00:00,2026-08-04T23:35:00.000262+00:00,9,125,-155,0.422360248447205
2026-08-04,823756,MIL,PIT,Milwaukee Brewers,Pittsburgh Pirates,2026-08-04T23:40:00+00:00,2026-08-04T23:35:00.000262+00:00,9,-143,130,0.5751005420528064
2026-08-04,824645,CHC,LAD,Chicago Cubs,Los Angeles Dodgers,2026-08-05T00:05:00+00:00,2026-08-05T00:05:00.000331+00:00,9,169,-187,0.3632773438983329
2026-08-04,822865,TEX,SF,Texas Rangers,San Francisco Giants,2026-08-05T00:05:00+00:00,2026-08-05T00:05:00.000331+00:00,9,-195,170,0.6409007912355448
2026-08-04,824161,HOU,TOR,Houston Astros,Toronto Blue Jays,2026-08-05T00:10:00+00:00,2026-08-05T00:05:00.000331+00:00,9,-141,128,0.5715403214336511
2026-08-04,824321,COL,TB,Colorado Rockies,Tampa Bay Rays,2026-08-05T00:40:00+00:00,2026-08-05T00:35:00.000534+00:00,9,149,-168,0.3904884019116446
2026-08-04,825054,ARI,SD,Arizona Diamondbacks,San Diego Padres,2026-08-05T01:40:00+00:00,2026-08-05T01:35:00.000422+00:00,9,-125,105,0.5324675324675325
2026-08-04,823108,SEA,DET,Seattle Mariners,Detroit Tigers,2026-08-05T01:40:00+00:00,2026-08-05T01:35:00.000422+00:00,9,-118,108,0.5296046953219403
