date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,n_executable_books,odds_event_id,bookmaker_key,bookmaker_title,bookmaker_last_update,home_bookmaker_key,home_bookmaker_title,home_bookmaker_last_update,away_bookmaker_key,away_bookmaker_title,away_bookmaker_last_update,book_prob_std,book_prob_range,price_selection_method,price_universe,home_ml_close,away_ml_close,home_no_vig_prob
2026-09-15,824466,CIN,LAD,Cincinnati Reds,Los Angeles Dodgers,2026-09-15T22:40:00+00:00,2026-09-15T22:40:00.000448+00:00,9,9,baa7f738229bf9855e24037a2a30a2cb,betus,BetUS,2026-09-15T22:39:24Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,betrivers,BetRivers,2026-09-15T22:39:25Z,0.005320430939686,0.0186624427739662,best_available_across_quoted_books,all_quoted_books,214,-235,0.3164556962025316
2026-09-15,822925,TB,OAK,Tampa Bay Rays,Athletics,2026-09-15T22:40:00+00:00,2026-09-15T22:40:00.000448+00:00,9,9,4ee5706290157d66372729e7e70830e8,betmgm,BetMGM,2026-09-15T22:39:04Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,0.0039916378020949,0.0129026556244568,best_available_across_quoted_books,all_quoted_books,-223,200,0.6704377766847024
2026-09-15,824384,CLE,CWS,Cleveland Guardians,Chicago White Sox,2026-09-15T22:40:00+00:00,2026-09-15T22:40:00.000448+00:00,9,9,2f2faff81101f84158c3cfbd630bcb30,draftkings,DraftKings,2026-09-15T22:38:42Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,0.003477430888396,0.0122053935735072,best_available_across_quoted_books,all_quoted_books,-151,137,0.58808618504436
2026-09-15,823333,PIT,MIL,Pittsburgh Pirates,Milwaukee Brewers,2026-09-15T22:40:00+00:00,2026-09-15T22:40:00.000448+00:00,9,9,e5ea1bb04bd365a0c15838cfb75266f9,fanduel,FanDuel,2026-09-15T22:39:54Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,0.0031490521566877,0.0096059300573101,best_available_across_quoted_books,all_quoted_books,185,-206,0.3435114503816793
2026-09-15,822683,WSH,PHI,Washington Nationals,Philadelphia Phillies,2026-09-15T22:45:00+00:00,2026-09-15T22:40:00.000448+00:00,9,9,015394004322ca670004015ae5bd94a3,lowvig,LowVig.ag,2026-09-15T22:39:52Z,betrivers,BetRivers,2026-09-15T22:39:25Z,lowvig,LowVig.ag,2026-09-15T22:39:52Z,0.0058682661876292,0.0180345013992768,best_available_across_quoted_books,all_quoted_books,195,-208,0.3403465346534653
2026-09-15,822762,TOR,DET,Toronto Blue Jays,Detroit Tigers,2026-09-15T23:07:00+00:00,2026-09-15T23:05:00.000298+00:00,9,9,1ddb6d18eafe93f1947471922f1938ea,betonlineag,BetOnline.ag,2026-09-15T23:04:58Z,betus,BetUS,2026-09-15T23:04:13Z,betonlineag,BetOnline.ag,2026-09-15T23:04:58Z,0.0058231498638951,0.019577492250576,best_available_across_quoted_books,all_quoted_books,-135,125,0.5660893345487694
2026-09-15,823574,NYM,BAL,New York Mets,Baltimore Orioles,2026-09-15T23:10:00+00:00,2026-09-15T23:05:00.000298+00:00,9,9,a1a608b633419833caf64ad8739781f3,betmgm,BetMGM,2026-09-15T23:04:56Z,betus,BetUS,2026-09-15T23:04:13Z,betonlineag,BetOnline.ag,2026-09-15T23:04:58Z,0.0020537186564229,0.006674331248865,best_available_across_quoted_books,all_quoted_books,-127,117,0.5467695274831245
2026-09-15,824627,CHC,ATL,Chicago Cubs,Atlanta Braves,2026-09-15T23:40:00+00:00,2026-09-15T23:40:00.000466+00:00,9,9,256d7de8ceb3804256d260a74263d82c,draftkings,DraftKings,2026-09-15T23:39:49Z,fanduel,FanDuel,2026-09-15T23:39:28Z,betonlineag,BetOnline.ag,2026-09-15T23:39:27Z,0.0029700751638758,0.0096108772487575,best_available_across_quoted_books,all_quoted_books,-138,126,0.5649072753209701
2026-09-15,823654,MIN,NYY,Minnesota Twins,New York Yankees,2026-09-15T23:40:00+00:00,2026-09-15T23:40:00.000466+00:00,9,9,f367b112dcb4fea1a4ff67e49ee1f0cd,bovada,Bovada,2026-09-15T23:39:10Z,betonlineag,BetOnline.ag,2026-09-15T23:39:27Z,betonlineag,BetOnline.ag,2026-09-15T23:39:27Z,0.0033724348362325,0.0108109056252959,best_available_across_quoted_books,all_quoted_books,150,-166,0.3932148905025688
2026-09-15,823007,STL,SF,St. Louis Cardinals,San Francisco Giants,2026-09-15T23:45:00+00:00,2026-09-15T23:40:00.000466+00:00,9,9,15c9ca42142414287f11247c92905d9f,draftkings,DraftKings,2026-09-15T23:39:49Z,betrivers,BetRivers,2026-09-15T23:39:49Z,betonlineag,BetOnline.ag,2026-09-15T23:39:27Z,0.0080142945898588,0.028311252750468,best_available_across_quoted_books,all_quoted_books,-167,159,0.6206070287539937
