date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,home_ml_close,away_ml_close,home_no_vig_prob
2026-07-26,822706,WSH,ARI,Washington Nationals,Arizona Diamondbacks,2026-07-26T17:35:00+00:00,2026-07-26T17:35:00.000356+00:00,9,100,-110,0.4883720930232558
2026-07-26,823354,PIT,CHC,Pittsburgh Pirates,Chicago Cubs,2026-07-26T17:35:00+00:00,2026-07-26T17:35:00.000356+00:00,9,-137,124,0.5642421122306391
2026-07-26,824730,BOS,TOR,Boston Red Sox,Toronto Blue Jays,2026-07-26T17:35:00+00:00,2026-07-26T17:35:00.000356+00:00,9,-139,126,0.5679213219076544
2026-07-26,824810,BAL,ATL,Baltimore Orioles,Atlanta Braves,2026-07-26T17:35:00+00:00,2026-07-26T17:35:00.000356+00:00,9,-101,-109,0.4907015667859966
2026-07-26,824246,DET,KC,Detroit Tigers,Kansas City Royals,2026-07-26T17:40:00+00:00,2026-07-26T17:35:00.000356+00:00,9,-185,162,0.6297258672209952
2026-07-26,823599,NYM,LAD,New York Mets,Los Angeles Dodgers,2026-07-26T17:40:00+00:00,2026-07-26T17:35:00.000356+00:00,9,130,-143,0.4248994579471935
2026-07-26,823840,MIA,SD,Miami Marlins,San Diego Padres,2026-07-26T17:40:00+00:00,2026-07-26T17:35:00.000356+00:00,9,-113,103,0.5185243789416578
2026-07-26,823678,MIN,OAK,Minnesota Twins,Athletics,2026-07-26T18:10:00+00:00,2026-07-26T18:10:00.000658+00:00,9,-154,139,0.5916792592354435
2026-07-26,824572,CWS,HOU,Chicago White Sox,Houston Astros,2026-07-26T18:10:00+00:00,2026-07-26T18:10:00.000658+00:00,9,-123,102,0.5270012302210156
2026-07-26,823755,MIL,COL,Milwaukee Brewers,Colorado Rockies,2026-07-26T18:10:00+00:00,2026-07-26T18:10:00.000658+00:00,9,-371,291,0.7548930324051186
2026-07-26,823028,STL,CIN,St. Louis Cardinals,Cincinnati Reds,2026-07-26T18:15:00+00:00,2026-07-26T18:10:00.000658+00:00,9,-130,115,0.5485770363101079
2026-07-26,822870,TEX,SEA,Texas Rangers,Seattle Mariners,2026-07-26T18:35:00+00:00,2026-07-26T18:30:00.000217+00:00,9,-108,-102,0.5069715560513107
2026-07-26,823194,SF,LAA,San Francisco Giants,Los Angeles Angels,2026-07-26T20:05:00+00:00,2026-07-26T20:00:00.000410+00:00,9,104,-126,0.4678701556806889
2026-07-26,823433,PHI,NYY,Philadelphia Phillies,New York Yankees,2026-07-26T23:20:00+00:00,2026-07-26T23:14:59.906439+00:00,9,-219,178,0.656183311418163
