date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,n_executable_books,odds_event_id,bookmaker_key,bookmaker_title,bookmaker_last_update,home_bookmaker_key,home_bookmaker_title,home_bookmaker_last_update,away_bookmaker_key,away_bookmaker_title,away_bookmaker_last_update,book_prob_std,book_prob_range,price_selection_method,price_universe,home_ml_close,away_ml_close,home_no_vig_prob
2026-09-09,824871,ATL,TB,Atlanta Braves,Tampa Bay Rays,2026-09-09T23:15:00+00:00,2026-09-09T23:14:46.147134+00:00,9,9,cd4dc96755ca32cc907956934a4f2fcb,betus,BetUS,2026-09-09T23:13:52Z,betrivers,BetRivers,2026-09-09T23:14:14Z,lowvig,LowVig.ag,2026-09-09T23:14:19Z,0.0054033732218072,0.0186737649040472,best_available_across_quoted_books,all_quoted_books,-118,110,0.5327102803738317
2026-09-09,824064,KC,ARI,Kansas City Royals,Arizona Diamondbacks,2026-09-09T23:40:00+00:00,2026-09-09T23:35:00.000351+00:00,9,9,01ff759b99c1daf7fe8fbee28fd97362,betrivers,BetRivers,2026-09-09T23:34:55Z,betus,BetUS,2026-09-09T23:34:06Z,bovada,Bovada,2026-09-09T23:34:58Z,0.003454277870692,0.0122257034363015,best_available_across_quoted_books,all_quoted_books,106,-116,0.4762113764044943
2026-09-09,824549,CWS,PIT,Chicago White Sox,Pittsburgh Pirates,2026-09-09T23:40:00+00:00,2026-09-09T23:35:00.000351+00:00,9,9,ba3b6f3389f7c7505df2444dceae8938,mybookieag,MyBookie.ag,2026-09-09T23:34:06Z,lowvig,LowVig.ag,2026-09-09T23:34:57Z,betus,BetUS,2026-09-09T23:34:06Z,0.0048700973982878,0.0174481968747093,best_available_across_quoted_books,all_quoted_books,-126,118,0.5459191696807674
2026-09-09,823739,MIL,CHC,Milwaukee Brewers,Chicago Cubs,2026-09-09T23:40:00+00:00,2026-09-09T23:35:00.000351+00:00,9,9,df53cc747b6ef1e7688d8595a1d6aec6,betmgm,BetMGM,2026-09-09T23:34:06Z,betus,BetUS,2026-09-09T23:34:06Z,betonlineag,BetOnline.ag,2026-09-09T23:34:55Z,0.0049757447998276,0.0156249600569179,best_available_across_quoted_books,all_quoted_books,-125,119,0.5467695274831245
2026-09-09,823900,LAD,CIN,Los Angeles Dodgers,Cincinnati Reds,2026-09-10T02:10:00+00:00,2026-09-10T02:05:00.000765+00:00,9,9,2c0c5fa6dfe40dcd60cf3217261fb2d9,betus,BetUS,2026-09-10T02:04:22Z,betrivers,BetRivers,2026-09-10T02:04:25Z,betonlineag,BetOnline.ag,2026-09-10T02:04:22Z,0.00904113434705061,0.029706734647092392,best_available_across_quoted_books,all_quoted_books,-265,250,0.7135102533172496
