date,game_pk,home_team,away_team,home_team_name,away_team_name,commence_time_utc,snapshot_time_utc,n_books,n_executable_books,odds_event_id,bookmaker_key,bookmaker_title,bookmaker_last_update,home_bookmaker_key,home_bookmaker_title,home_bookmaker_last_update,away_bookmaker_key,away_bookmaker_title,away_bookmaker_last_update,book_prob_std,book_prob_range,price_selection_method,price_universe,home_ml_close,away_ml_close,home_no_vig_prob
2026-09-16,824626,CHC,ATL,Chicago Cubs,Atlanta Braves,2026-09-16T23:40:00+00:00,2026-09-16T23:35:19.735992+00:00,9,9,217d4f8030b8b23eb31ba36602522199,draftkings,DraftKings,2026-09-16T23:33:29Z,betrivers,BetRivers,2026-09-16T23:34:37Z,betonlineag,BetOnline.ag,2026-09-16T23:35:00Z,0.0062119740549525,0.0207985231331602,best_available_across_quoted_books,all_quoted_books,-157,146,0.6017699115044248
2026-09-16,822846,TEX,BOS,Texas Rangers,Boston Red Sox,2026-09-17T00:05:00+00:00,2026-09-17T00:05:00.000646+00:00,9,9,080879497a1aa1cc2674f615e55cc797,lowvig,LowVig.ag,2026-09-17T00:04:25Z,lowvig,LowVig.ag,2026-09-17T00:04:25Z,fanduel,FanDuel,2026-09-17T00:04:23Z,0.0043262441132074,0.0108342361863488,best_available_across_quoted_books,all_quoted_books,-101,-108,0.4907015667859966
2026-09-16,824140,HOU,KC,Houston Astros,Kansas City Royals,2026-09-17T00:10:00+00:00,2026-09-17T00:05:00.000646+00:00,9,9,2b04077cb9adae8feab7069d48087511,draftkings,DraftKings,2026-09-17T00:03:35Z,fanduel,FanDuel,2026-09-17T00:04:23Z,betonlineag,BetOnline.ag,2026-09-17T00:04:23Z,0.003613342447914,0.0115039706944695,best_available_across_quoted_books,all_quoted_books,-162,147,0.602765926143887
2026-09-16,824306,COL,SD,Colorado Rockies,San Diego Padres,2026-09-17T00:40:00+00:00,2026-09-17T00:35:00.000416+00:00,9,9,2a23efa19ee00d93f95ffa8a0d655216,draftkings,DraftKings,2026-09-17T00:34:43Z,lowvig,LowVig.ag,2026-09-17T00:34:45Z,fanduel,FanDuel,2026-09-17T00:34:42Z,0.0053175956852901,0.0177289350957434,best_available_across_quoted_books,all_quoted_books,151,-166,0.3917378917378917
2026-09-16,823979,LAA,SEA,Los Angeles Angels,Seattle Mariners,2026-09-17T01:38:00+00:00,2026-09-17T01:35:00.000466+00:00,9,9,c89612459b7a3827c4eefbe1f5627635,betmgm,BetMGM,2026-09-17T01:34:42Z,fanduel,FanDuel,2026-09-17T01:34:41Z,betrivers,BetRivers,2026-09-17T01:34:42Z,0.004573363147603952,0.017884579997954286,best_available_across_quoted_books,all_quoted_books,116,-127,0.4532304725168756
2026-09-16,825031,ARI,MIA,Arizona Diamondbacks,Miami Marlins,2026-09-17T01:40:00+00:00,2026-09-17T01:35:00.000466+00:00,9,9,920a4bddf80a6d6579d31ead408e06d0,betonlineag,BetOnline.ag,2026-09-17T01:34:18Z,betonlineag,BetOnline.ag,2026-09-17T01:34:18Z,betonlineag,BetOnline.ag,2026-09-17T01:34:18Z,0.0032868596157931067,0.010867079370871613,best_available_across_quoted_books,all_quoted_books,-135,122,0.5605012156349355
